pickup_time,trip_distance,fare,duration_min,speed_mph,ghost_reason
2024-12-31T22:42:13.000000,0.06,23.0,0.3,11.76470588235294,"Teleporter (<1min, >$20)"
2025-01-01T00:18:31.000000,0.0,35.0,0.25,0.0,"Teleporter (<1min, >$20)"
2025-01-01T00:13:44.000000,0.0,18.5,13.966666666666667,0.0,"Stationary Ride (0mi, >$0)"
2025-01-01T00:31:59.000000,0.03,76.0,0.05,32.14285714285714,"Teleporter (<1min, >$20)"
2025-01-01T00:20:31.000000,0.0,13.0,0.05,0.0,"Stationary Ride (0mi, >$0)"
2025-01-01T01:01:54.000000,0.01,25.0,0.15,3.8461538461538463,"Teleporter (<1min, >$20)"
2025-01-01T00:22:24.000000,0.0,5.8,4.233333333333333,0.0,"Stationary Ride (0mi, >$0)"
2025-01-01T00:37:24.000000,0.0,60.0,3.433333333333333,0.0,"Stationary Ride (0mi, >$0)"
2025-01-01T00:06:57.000000,0.0,19.0,0.03333333333333333,0.0,"Stationary Ride (0mi, >$0)"
2025-01-01T00:34:32.000000,0.12,20.0,0.06666666666666667,99.08256880733944,Impossible Physics (>65mph)
2025-01-01T00:24:28.000000,0.0,10.0,0.05,0.0,"Stationary Ride (0mi, >$0)"
2025-01-01T01:26:41.000000,0.0,30.0,0.03333333333333333,0.0,"Teleporter (<1min, >$20)"
2025-01-01T01:11:01.000000,0.0,23.0,0.5166666666666666,0.0,"Teleporter (<1min, >$20)"
2025-01-01T01:19:08.000000,0.0,3.0,0.1,0.0,"Stationary Ride (0mi, >$0)"
2025-01-01T01:27:33.000000,0.0,3.0,0.36666666666666664,0.0,"Stationary Ride (0mi, >$0)"
2025-01-01T01:28:50.000000,0.0,3.0,0.15,0.0,"Stationary Ride (0mi, >$0)"
2025-01-01T01:01:52.000000,0.0,35.0,0.06666666666666667,0.0,"Teleporter (<1min, >$20)"
2025-01-01T01:10:55.000000,0.0,15.0,0.08333333333333333,0.0,"Stationary Ride (0mi, >$0)"
